n, t, workers, frac, accesses, kernel_total, kernel_average, kernel_median, task_cleanup_total, task_cleanup_average, task_cleanup_median, task_spawn_total
40, 16000, 4, 0, 5, 532112419, 9270.251202090592, 5489.5, 0, nan, nan, 0
40, 16000, 8, 0, 5, 730463815, 12725.85043554007, 5992.0, 0, nan, nan, 0
40, 16000, 15, 0, 5, 864150208, 15054.881672473868, 6262.0, 0, nan, nan, 0
40, 16000, 1, 0, 10, 316887132, 2760.3408710801396, 2394.0, 0, nan, nan, 0
40, 16000, 2, 0, 10, 745138864, 6490.756655052265, 5408.0, 0, nan, nan, 0
40, 16000, 4, 0, 10, 908691126, 7915.4279268292685, 5460.0, 0, nan, nan, 0
40, 16000, 8, 0, 10, 1142359164.0, 9951.03716092615, 5489.0, 0, nan, nan, 0
40, 16000, 15, 0, 10, 2706988625, 23580.040287456446, 6228.0, 0, nan, nan, 0
40, 32000, 1, 0, 1, 83654833, 7287.006358885017, 6851.0, 0, nan, nan, 0
40, 32000, 2, 0, 1, 189520678, 16508.769860627177, 9897.5, 0, nan, nan, 0
40, 32000, 4, 0, 1, 323083086, 28143.125958188153, 11930.0, 0, nan, nan, 0
40, 32000, 8, 0, 1, 338824099, 29514.294337979096, 12401.5, 0, nan, nan, 0
40, 32000, 15, 0, 1, 357718263, 31160.12743902439, 12053.5, 0, nan, nan, 0
40, 32000, 1, 0, 5, 179941839, 3134.8752439024393, 2350.0, 0, nan, nan, 0
40, 32000, 2, 0, 5, 509267459, 8872.255383275262, 5559.0, 0, nan, nan, 0
40, 32000, 4, 0, 5, 666634967, 11613.849599303136, 5643.0, 0, nan, nan, 0
40, 32000, 8, 0, 5, 747561314.0, 13024.17007561239, 6062.0, 0, nan, nan, 0
40, 32000, 15, 0, 5, 878300485, 15301.402177700349, 6782.0, 0, nan, nan, 0
40, 32000, 1, 0, 10, 344446667, 3000.406506968641, 2446.0, 0, nan, nan, 0
40, 32000, 2, 0, 10, 876377935, 7633.954137630662, 5695.0, 0, nan, nan, 0
40, 32000, 4, 0, 10, 1008635327, 8786.022012195122, 5435.0, 0, nan, nan, 0
40, 32000, 8, 0, 10, 1051973979, 9163.536402439024, 5811.0, 0, nan, nan, 0
40, 32000, 15, 0, 10, 1715200381, 14940.769869337979, 6543.0, 0, nan, nan, 0
10, 500, 1, 0.0125, 1, 993284, 4514.927272727273, 3178.0, 0, nan, nan, 0
10, 500, 2, 0.0125, 1, 6532163, 29691.65, 7054.5, 0, nan, nan, 0
10, 500, 4, 0.0125, 1, 9333871, 42426.68636363636, 8439.0, 0, nan, nan, 0
10, 500, 8, 0.0125, 1, 71676835, 325803.79545454547, 227043.0, 0, nan, nan, 0
10, 500, 15, 0.0125, 1, 154844332, 703837.8727272727, 593324.5, 0, nan, nan, 0
10, 500, 1, 0.0125, 5, 2936909, 2669.9172727272726, 1906.0, 0, nan, nan, 0
10, 500, 2, 0.0125, 5, 7014760, 6377.054545454545, 3707.0, 0, nan, nan, 0
10, 500, 4, 0.0125, 5, 51691008, 46991.825454545455, 7618.5, 0, nan, nan, 0
10, 500, 8, 0.0125, 5, 374304813, 340277.1027272727, 230906.5, 0, nan, nan, 0
10, 500, 15, 0.0125, 5, 607169301, 551972.0918181818, 293615.5, 0, nan, nan, 0
10, 500, 1, 0.0125, 10, 5319793, 2418.087727272727, 1762.0, 0, nan, nan, 0
10, 500, 2, 0.0125, 10, 12665883, 5757.219545454545, 3629.5, 0, nan, nan, 0
10, 500, 4, 0.0125, 10, 96087024, 43675.92, 11419.5, 0, nan, nan, 0
10, 500, 8, 0.0125, 10, 650718430, 295781.10454545455, 222969.5, 0, nan, nan, 0
10, 500, 15, 0.0125, 10, 1039491771, 472496.2595454545, 257640.5, 0, nan, nan, 0
10, 1000, 1, 0.0125, 1, 1086643, 4939.286363636364, 3476.5, 0, nan, nan, 0
10, 1000, 2, 0.0125, 1, 4058233, 18446.513636363637, 7035.0, 0, nan, nan, 0
10, 1000, 4, 0.0125, 1, 9552401, 43420.00454545455, 9647.0, 0, nan, nan, 0
10, 1000, 8, 0.0125, 1, 44298224, 201355.56363636363, 64743.5, 0, nan, nan, 0
10, 1000, 15, 0.0125, 1, 141103689, 641380.4045454545, 397655.0, 0, nan, nan, 0
10, 1000, 1, 0.0125, 5, 3117580, 2834.163636363636, 2176.0, 0, nan, nan, 0
10, 1000, 2, 0.0125, 5, 6817137, 6197.397272727273, 3719.0, 0, nan, nan, 0
10, 1000, 4, 0.0125, 5, 31889872, 28990.79272727273, 6832.5, 0, nan, nan, 0
10, 1000, 8, 0.0125, 5, 238250430, 216591.3, 113748.0, 0, nan, nan, 0
10, 1000, 15, 0.0125, 5, 613969468, 558154.0618181818, 232836.0, 0, nan, nan, 0
10, 1000, 1, 0.0125, 10, 5216290, 2371.0409090909093, 1924.5, 0, nan, nan, 0
10, 1000, 2, 0.0125, 10, 13993326, 6360.602727272727, 3943.0, 0, nan, nan, 0
10, 1000, 4, 0.0125, 10, 64896842, 29498.564545454545, 4105.0, 0, nan, nan, 0
10, 1000, 8, 0.0125, 10, 541984163, 246356.4377272727, 180943.5, 0, nan, nan, 0
10, 1000, 15, 0.0125, 10, 1050627422, 477557.91909090907, 286404.0, 0, nan, nan, 0
10, 2000, 1, 0.0125, 1, 1014102, 4609.554545454545, 3221.0, 0, nan, nan, 0
10, 2000, 2, 0.0125, 1, 5783005, 26286.386363636364, 10241.0, 0, nan, nan, 0
10, 2000, 4, 0.0125, 1, 9896043, 44982.013636363634, 9747.5, 0, nan, nan, 0
10, 2000, 8, 0.0125, 1, 32089987, 145863.57727272727, 13599.5, 0, nan, nan, 0
10, 2000, 15, 0.0125, 1, 115270659, 523957.5409090909, 254682.5, 0, nan, nan, 0
10, 2000, 1, 0.0125, 5, 3009723, 2736.1118181818183, 2180.5, 0, nan, nan, 0
10, 2000, 2, 0.0125, 5, 9531680, 8665.163636363637, 4830.0, 0, nan, nan, 0
10, 2000, 4, 0.0125, 5, 18066203, 16423.820909090908, 5398.5, 0, nan, nan, 0
10, 2000, 8, 0.0125, 5, 99061269, 90055.6990909091, 9403.5, 0, nan, nan, 0
10, 2000, 15, 0.0125, 5, 582294123, 529358.2936363636, 93090.5, 0, nan, nan, 0
10, 2000, 1, 0.0125, 10, 5415944, 2461.7927272727275, 2112.5, 0, nan, nan, 0
10, 2000, 2, 0.0125, 10, 13530806, 6150.3663636363635, 4725.5, 0, nan, nan, 0
10, 2000, 4, 0.0125, 10, 40374899, 18352.226818181818, 5202.5, 0, nan, nan, 0
10, 2000, 8, 0.0125, 10, 253551529, 115250.695, 33171.0, 0, nan, nan, 0
10, 2000, 15, 0.0125, 10, 1049791538, 477177.9718181818, 163510.0, 0, nan, nan, 0
10, 4000, 1, 0.0125, 1, 1116993, 5077.240909090909, 3505.5, 0, nan, nan, 0
10, 4000, 2, 0.0125, 1, 8622565, 39193.47727272727, 12521.0, 0, nan, nan, 0
10, 4000, 4, 0.0125, 1, 7636826, 34712.84545454545, 8411.5, 0, nan, nan, 0
10, 4000, 8, 0.0125, 1, 29038317, 131992.35, 40887.0, 0, nan, nan, 0
10, 4000, 15, 0.0125, 1, 76537405, 347897.29545454547, 88272.0, 0, nan, nan, 0
10, 4000, 1, 0.0125, 5, 3081118, 2801.0163636363636, 2216.0, 0, nan, nan, 0
10, 4000, 2, 0.0125, 5, 8014621, 7286.019090909091, 5468.5, 0, nan, nan, 0
10, 4000, 4, 0.0125, 5, 16189515, 14717.74090909091, 5249.5, 0, nan, nan, 0
10, 4000, 8, 0.0125, 5, 53843953, 48949.04818181818, 6028.5, 0, nan, nan, 0
10, 4000, 15, 0.0125, 5, 379177858, 344707.1436363636, 22720.0, 0, nan, nan, 0
10, 4000, 1, 0.0125, 10, 4794539, 2179.335909090909, 1915.0, 0, nan, nan, 0
10, 4000, 2, 0.0125, 10, 12501165, 5682.347727272727, 3993.0, 0, nan, nan, 0
10, 4000, 4, 0.0125, 10, 25341596, 11518.907272727272, 5090.5, 0, nan, nan, 0
10, 4000, 8, 0.0125, 10, 104637300, 47562.40909090909, 5732.5, 0, nan, nan, 0
10, 4000, 15, 0.0125, 10, 966277246, 439216.93, 30778.5, 0, nan, nan, 0
10, 8000, 1, 0.0125, 1, 3161090, 14368.59090909091, 4583.5, 0, nan, nan, 0
10, 8000, 2, 0.0125, 1, 14513759, 65971.63181818182, 23883.5, 0, nan, nan, 0
10, 8000, 4, 0.0125, 1, 16342724, 74285.10909090909, 11518.5, 0, nan, nan, 0
10, 8000, 8, 0.0125, 1, 35247289, 160214.95, 14102.0, 0, nan, nan, 0
10, 8000, 15, 0.0125, 1, 84245399, 382933.63181818184, 126130.0, 0, nan, nan, 0
10, 8000, 1, 0.0125, 5, 4243858, 3858.052727272727, 2436.0, 0, nan, nan, 0
10, 8000, 2, 0.0125, 5, 10428435, 9480.395454545454, 6189.5, 0, nan, nan, 0
10, 8000, 4, 0.0125, 5, 15793403, 14357.639090909091, 5361.0, 0, nan, nan, 0
10, 8000, 8, 0.0125, 5, 39036743, 35487.94818181818, 5994.5, 0, nan, nan, 0
10, 8000, 15, 0.0125, 5, 138293333, 125721.21181818182, 9107.5, 0, nan, nan, 0
10, 8000, 1, 0.0125, 10, 6672514, 3032.960909090909, 2297.5, 0, nan, nan, 0
10, 8000, 2, 0.0125, 10, 14735005, 6697.729545454546, 5775.5, 0, nan, nan, 0
10, 8000, 4, 0.0125, 10, 22807849, 10367.20409090909, 5124.5, 0, nan, nan, 0
10, 8000, 8, 0.0125, 10, 66830000, 30377.272727272728, 5570.0, 0, nan, nan, 0
10, 8000, 15, 0.0125, 10, 359466706, 163393.95727272728, 8253.0, 0, nan, nan, 0
10, 16000, 1, 0.0125, 1, 1716895, 7804.068181818182, 4936.0, 0, nan, nan, 0
10, 16000, 2, 0.0125, 1, 20619309, 93724.13181818182, 13335.5, 0, nan, nan, 0
10, 16000, 4, 0.0125, 1, 31861394, 144824.5181818182, 11583.5, 0, nan, nan, 0
10, 16000, 8, 0.0125, 1, 71064364, 323019.83636363636, 39138.0, 0, nan, nan, 0
10, 16000, 15, 0.0125, 1, 156463943, 711199.740909091, 254040.5, 0, nan, nan, 0
10, 16000, 1, 0.0125, 5, 5218166, 4743.7872727272725, 2340.0, 0, nan, nan, 0
10, 16000, 2, 0.0125, 5, 15481257, 14073.87, 6262.0, 0, nan, nan, 0
10, 16000, 4, 0.0125, 5, 13978493, 12707.72090909091, 5139.5, 0, nan, nan, 0
10, 16000, 8, 0.0125, 5, 34762873, 31602.611818181816, 5877.5, 0, nan, nan, 0
10, 16000, 15, 0.0125, 5, 98646815, 89678.92272727273, 6928.5, 0, nan, nan, 0
10, 16000, 1, 0.0125, 10, 7675351, 3488.795909090909, 2404.0, 0, nan, nan, 0
10, 16000, 2, 0.0125, 10, 15761878, 7164.49, 5536.5, 0, nan, nan, 0
10, 16000, 4, 0.0125, 10, 21543200, 9792.363636363636, 5100.0, 0, nan, nan, 0
10, 16000, 8, 0.0125, 10, 44445304, 20202.410909090908, 5645.5, 0, nan, nan, 0
10, 16000, 15, 0.0125, 10, 130398367, 59271.985, 5994.0, 0, nan, nan, 0
10, 32000, 1, 0.0125, 1, 2165827, 9844.668181818182, 7064.5, 0, nan, nan, 0
10, 32000, 2, 0.0125, 1, 32636689, 148348.58636363636, 15104.5, 0, nan, nan, 0
10, 32000, 4, 0.0125, 1, 48227040, 219213.81818181818, 15666.0, 0, nan, nan, 0
10, 32000, 8, 0.0125, 1, 147846586, 672029.9363636364, 296150.0, 0, nan, nan, 0
10, 32000, 15, 0.0125, 1, 243826104, 1108300.4727272727, 509789.5, 0, nan, nan, 0
10, 32000, 1, 0.0125, 5, 5708118, 5189.198181818182, 2848.5, 0, nan, nan, 0
10, 32000, 2, 0.0125, 5, 18452990, 16775.445454545454, 7742.5, 0, nan, nan, 0
10, 32000, 4, 0.0125, 5, 18692780, 16993.436363636363, 5626.5, 0, nan, nan, 0
10, 32000, 8, 0.0125, 5, 35528329, 32298.480909090908, 6441.5, 0, nan, nan, 0
10, 32000, 15, 0.0125, 5, 86390178, 78536.52545454545, 7334.5, 0, nan, nan, 0
10, 32000, 1, 0.0125, 10, 7754791, 3524.905, 2243.0, 0, nan, nan, 0
10, 32000, 2, 0.0125, 10, 26755230, 12161.468181818182, 5841.0, 0, nan, nan, 0
10, 32000, 4, 0.0125, 10, 20861505, 9482.502272727274, 5140.5, 0, nan, nan, 0
10, 32000, 8, 0.0125, 10, 46120874, 20964.033636363638, 5549.5, 0, nan, nan, 0
10, 32000, 15, 0.0125, 10, 108858512, 49481.141818181815, 6007.0, 0, nan, nan, 0
20, 500, 1, 0.0125, 1, 6159897, 3999.933116883117, 3553.0, 0, nan, nan, 0
20, 500, 2, 0.0125, 1, 20829860, 13525.883116883117, 6486.0, 0, nan, nan, 0
20, 500, 4, 0.0125, 1, 32659590, 21207.525974025975, 8242.0, 0, nan, nan, 0
20, 500, 8, 0.0125, 1, 548127116, 355926.6987012987, 281413.0, 0, nan, nan, 0
20, 500, 15, 0.0125, 1, 1195272207, 776150.7837662337, 711151.0, 0, nan, nan, 0
20, 500, 1, 0.0125, 5, 17577462, 2282.787272727273, 1933.0, 0, nan, nan, 0
20, 500, 2, 0.0125, 5, 64277076, 8347.672207792208, 4933.0, 0, nan, nan, 0
20, 500, 4, 0.0125, 5, 381776866, 49581.41116883117, 9277.0, 0, nan, nan, 0
20, 500, 8, 0.0125, 5, 2578721092, 334898.84311688313, 259413.5, 0, nan, nan, 0
20, 500, 15, 0.0125, 5, 4500701139, 584506.6414285714, 517997.5, 0, nan, nan, 0
20, 500, 1, 0.0125, 10, 32126013, 2086.10474025974, 1843.0, 0, nan, nan, 0
20, 500, 2, 0.0125, 10, 81835076, 5313.965974025974, 3606.0, 0, nan, nan, 0
20, 500, 4, 0.0125, 10, 755687917, 49070.643961038964, 21891.0, 0, nan, nan, 0
20, 500, 8, 0.0125, 10, 5106627280, 331599.174025974, 251300.0, 0, nan, nan, 0
20, 500, 15, 0.0125, 10, 9230437353.0, 599456.9004416158, 547741.0, 0, nan, nan, 0
20, 1000, 1, 0.0125, 1, 6243241, 4054.0525974025973, 3551.0, 0, nan, nan, 0
20, 1000, 2, 0.0125, 1, 36943078, 23989.01168831169, 10010.0, 0, nan, nan, 0
20, 1000, 4, 0.0125, 1, 36764192, 23872.851948051946, 7266.5, 0, nan, nan, 0
20, 1000, 8, 0.0125, 1, 105658652, 68609.5142857143, 44407.0, 0, nan, nan, 0
20, 1000, 15, 0.0125, 1, 1199485729, 778886.837012987, 687136.5, 0, nan, nan, 0
20, 1000, 1, 0.0125, 5, 21579527, 2802.535974025974, 2277.5, 0, nan, nan, 0
20, 1000, 2, 0.0125, 5, 80708460, 10481.618181818181, 5343.0, 0, nan, nan, 0
20, 1000, 4, 0.0125, 5, 200307777, 26013.997012987013, 7442.0, 0, nan, nan, 0
20, 1000, 8, 0.0125, 5, 1899649266, 246707.69688311688, 205746.0, 0, nan, nan, 0
20, 1000, 15, 0.0125, 5, 4614238745, 599251.7850649351, 554761.5, 0, nan, nan, 0
20, 1000, 1, 0.0125, 10, 35105756, 2279.5945454545454, 1967.0, 0, nan, nan, 0
20, 1000, 2, 0.0125, 10, 101166711, 6569.266948051948, 4819.0, 0, nan, nan, 0
20, 1000, 4, 0.0125, 10, 470563083, 30556.04435064935, 6446.5, 0, nan, nan, 0
20, 1000, 8, 0.0125, 10, 3980806982, 258493.95987012988, 200831.0, 0, nan, nan, 0
20, 1000, 15, 0.0125, 10, 8891908737, 577396.6712337662, 505658.0, 0, nan, nan, 0
20, 2000, 1, 0.0125, 1, 7216560, 4686.077922077922, 3489.0, 0, nan, nan, 0
20, 2000, 2, 0.0125, 1, 36037557, 23401.011038961038, 12880.5, 0, nan, nan, 0
20, 2000, 4, 0.0125, 1, 51364169, 33353.35649350649, 9777.0, 0, nan, nan, 0
20, 2000, 8, 0.0125, 1, 62218082, 40401.351948051946, 9386.0, 0, nan, nan, 0
20, 2000, 15, 0.0125, 1, 765490010, 497071.43506493507, 433209.5, 0, nan, nan, 0
20, 2000, 1, 0.0125, 5, 19793279, 2570.555714285714, 2068.0, 0, nan, nan, 0
20, 2000, 2, 0.0125, 5, 74530021, 9679.223506493507, 5552.0, 0, nan, nan, 0
20, 2000, 4, 0.0125, 5, 104157900, 13527.0, 5381.0, 0, nan, nan, 0
20, 2000, 8, 0.0125, 5, 584146580, 75863.1922077922, 28972.5, 0, nan, nan, 0
20, 2000, 15, 0.0125, 5, 5476852036, 711279.4851948052, 619887.0, 0, nan, nan, 0
20, 2000, 1, 0.0125, 10, 37807110, 2455.0071428571428, 2092.0, 0, nan, nan, 0
20, 2000, 2, 0.0125, 10, 99960135, 6490.917857142857, 4985.0, 0, nan, nan, 0
20, 2000, 4, 0.0125, 10, 274313573, 17812.569675324674, 5584.0, 0, nan, nan, 0
20, 2000, 8, 0.0125, 10, 1543576485, 100232.23928571428, 55673.0, 0, nan, nan, 0
20, 2000, 15, 0.0125, 10, 11837356080, 768659.4857142858, 627594.0, 0, nan, nan, 0
20, 4000, 1, 0.0125, 1, 9413240, 6112.493506493506, 4673.0, 0, nan, nan, 0
20, 4000, 2, 0.0125, 1, 56183175, 36482.581168831166, 22633.5, 0, nan, nan, 0
20, 4000, 4, 0.0125, 1, 69396968, 45062.96623376623, 21583.5, 0, nan, nan, 0
20, 4000, 8, 0.0125, 1, 104585577, 67912.71233766233, 36776.0, 0, nan, nan, 0
20, 4000, 15, 0.0125, 1, 211554279, 137372.90844155845, 70500.5, 0, nan, nan, 0
20, 4000, 1, 0.0125, 5, 20903045, 2714.6811688311686, 2097.0, 0, nan, nan, 0
20, 4000, 2, 0.0125, 5, 60801703, 7896.325064935065, 5626.5, 0, nan, nan, 0
20, 4000, 4, 0.0125, 5, 81207803, 10546.467922077922, 5283.0, 0, nan, nan, 0
20, 4000, 8, 0.0125, 5, 202122366, 26249.65792207792, 6230.0, 0, nan, nan, 0
20, 4000, 15, 0.0125, 5, 3069684401, 398660.3118181818, 243829.5, 0, nan, nan, 0
20, 4000, 1, 0.0125, 10, 39371410, 2556.585064935065, 2166.0, 0, nan, nan, 0
20, 4000, 2, 0.0125, 10, 108559637, 7049.3270779220775, 5069.0, 0, nan, nan, 0
20, 4000, 4, 0.0125, 10, 171504481, 11136.65461038961, 5095.0, 0, nan, nan, 0
20, 4000, 8, 0.0125, 10, 448842596, 29145.62311688312, 7106.5, 0, nan, nan, 0
20, 4000, 15, 0.0125, 10, 8666753016, 562776.1698701299, 450463.5, 0, nan, nan, 0
20, 8000, 1, 0.0125, 1, 9795440, 6360.675324675325, 3978.5, 0, nan, nan, 0
20, 8000, 2, 0.0125, 1, 94875546, 61607.4974025974, 16390.0, 0, nan, nan, 0
20, 8000, 4, 0.0125, 1, 130292808, 84605.71948051947, 50936.5, 0, nan, nan, 0
20, 8000, 8, 0.0125, 1, 144957697, 94128.37467532468, 39223.0, 0, nan, nan, 0
20, 8000, 15, 0.0125, 1, 251889267, 163564.45909090908, 90558.0, 0, nan, nan, 0
20, 8000, 1, 0.0125, 5, 23228575, 3016.698051948052, 2444.0, 0, nan, nan, 0
20, 8000, 2, 0.0125, 5, 56742979, 7369.218051948052, 5309.0, 0, nan, nan, 0
20, 8000, 4, 0.0125, 5, 88806474, 11533.308311688312, 5398.0, 0, nan, nan, 0
20, 8000, 8, 0.0125, 5, 120693084, 15674.426493506493, 5720.0, 0, nan, nan, 0
20, 8000, 15, 0.0125, 5, 437762598, 56852.285454545454, 8726.5, 0, nan, nan, 0
20, 8000, 1, 0.0125, 10, 39361258, 2555.925844155844, 2268.0, 0, nan, nan, 0
20, 8000, 2, 0.0125, 10, 102254747, 6639.918636363636, 5301.0, 0, nan, nan, 0
20, 8000, 4, 0.0125, 10, 125862546, 8172.892597402597, 5028.0, 0, nan, nan, 0
20, 8000, 8, 0.0125, 10, 265927707, 17268.03292207792, 5703.0, 0, nan, nan, 0
20, 8000, 15, 0.0125, 10, 2104579033, 136660.97616883117, 27519.0, 0, nan, nan, 0
20, 16000, 1, 0.0125, 1, 12314356, 7996.335064935065, 5771.5, 0, nan, nan, 0
20, 16000, 2, 0.0125, 1, 159796736, 103764.11428571428, 18592.5, 0, nan, nan, 0
20, 16000, 4, 0.0125, 1, 123608074, 80264.98311688312, 10090.5, 0, nan, nan, 0
20, 16000, 8, 0.0125, 1, 375594702, 243892.66363636364, 201742.0, 0, nan, nan, 0
20, 16000, 15, 0.0125, 1, 445188764, 289083.612987013, 105463.0, 0, nan, nan, 0
20, 16000, 1, 0.0125, 5, 26373224, 3425.094025974026, 2650.0, 0, nan, nan, 0
20, 16000, 2, 0.0125, 5, 68577388, 8906.154285714285, 5784.0, 0, nan, nan, 0
20, 16000, 4, 0.0125, 5, 94170497, 12229.934675324675, 5632.0, 0, nan, nan, 0
20, 16000, 8, 0.0125, 5, 144337523, 18745.132857142857, 6190.5, 0, nan, nan, 0
20, 16000, 15, 0.0125, 5, 247493716, 32142.04103896104, 6720.0, 0, nan, nan, 0
20, 16000, 1, 0.0125, 10, 46551836, 3022.8464935064935, 2424.0, 0, nan, nan, 0
20, 16000, 2, 0.0125, 10, 108745169, 7061.37461038961, 5123.5, 0, nan, nan, 0
20, 16000, 4, 0.0125, 10, 146975045, 9543.834090909091, 5251.0, 0, nan, nan, 0
20, 16000, 8, 0.0125, 10, 190760964, 12387.075584415585, 5493.0, 0, nan, nan, 0
20, 16000, 15, 0.0125, 10, 491255758, 31899.724545454545, 6146.5, 0, nan, nan, 0
20, 32000, 1, 0.0125, 1, 11991681, 7786.805844155844, 6574.5, 0, nan, nan, 0
20, 32000, 2, 0.0125, 1, 320732646, 208267.95194805195, 23998.0, 0, nan, nan, 0
20, 32000, 4, 0.0125, 1, 317018477, 205856.1538961039, 11615.0, 0, nan, nan, 0
20, 32000, 8, 0.0125, 1, 530062286, 344196.2896103896, 14792.5, 0, nan, nan, 0
20, 32000, 15, 0.0125, 1, 591005375, 383769.72402597405, 15013.5, 0, nan, nan, 0
20, 32000, 1, 0.0125, 5, 27316480, 3547.5948051948053, 2437.0, 0, nan, nan, 0
20, 32000, 2, 0.0125, 5, 123352328, 16019.782857142856, 7324.0, 0, nan, nan, 0
20, 32000, 4, 0.0125, 5, 114418731, 14859.575454545455, 5825.5, 0, nan, nan, 0
20, 32000, 8, 0.0125, 5, 176213794, 22884.908311688312, 6858.0, 0, nan, nan, 0
20, 32000, 15, 0.0125, 5, 334145145, 43395.47337662338, 7768.5, 0, nan, nan, 0
20, 32000, 1, 0.0125, 10, 42754813, 2776.2865584415586, 2067.0, 0, nan, nan, 0
20, 32000, 2, 0.0125, 10, 139552260, 9061.835064935065, 5623.0, 0, nan, nan, 0
20, 32000, 4, 0.0125, 10, 120023946, 7793.762727272728, 5206.0, 0, nan, nan, 0
20, 32000, 8, 0.0125, 10, 185017654, 12014.133376623377, 5541.0, 0, nan, nan, 0
20, 32000, 15, 0.0125, 10, 354529202, 23021.376753246754, 6095.0, 0, nan, nan, 0
40, 500, 1, 0.0125, 1, 44354838, 3863.6618466898954, 3336.0, 0, nan, nan, 0
40, 500, 2, 0.0125, 1, 249241072, 21710.894773519165, 7953.0, 0, nan, nan, 0
40, 500, 4, 0.0125, 1, 323141847, 28148.24451219512, 11095.5, 0, nan, nan, 0
40, 500, 8, 0.0125, 1, 4167496342, 363022.3294425087, 322720.0, 0, nan, nan, 0
40, 500, 15, 0.0125, 1, 10309822163, 898068.1326655053, 892894.5, 0, nan, nan, 0
40, 500, 1, 0.0125, 5, 149249293, 2600.1618989547037, 2136.0, 0, nan, nan, 0
40, 500, 2, 0.0125, 5, 681277342, 11868.943240418119, 5377.0, 0, nan, nan, 0
40, 500, 4, 0.0125, 5, 3505780656, 61076.318048780486, 22996.0, 0, nan, nan, 0
40, 500, 8, 0.0125, 5, 22231812259, 387313.80242160277, 347432.5, 0, nan, nan, 0
40, 500, 15, 0.0125, 5, 42082464901.0, 733195.081556206, 652685.0, 0, nan, nan, 0
40, 500, 1, 0.0125, 10, 267706370, 2331.9370209059234, 2042.0, 0, nan, nan, 0
40, 500, 2, 0.0125, 10, 735735429, 6408.845200348432, 5103.0, 0, nan, nan, 0
40, 500, 4, 0.0125, 10, 6603251798.0, 57526.129248085585, 26087.0, 0, nan, nan, 0
40, 500, 8, 0.0125, 10, 45667518476.0, 397807.6140350877, 375937.0, 0, nan, nan, 0
40, 500, 15, 0.0125, 10, 73585569903, 640989.284869338, 583147.0, 0, nan, nan, 0
40, 1000, 1, 0.0125, 1, 43551451, 3793.680400696864, 3241.0, 0, nan, nan, 0
40, 1000, 2, 0.0125, 1, 152363681, 13272.097648083623, 6629.0, 0, nan, nan, 0
40, 1000, 4, 0.0125, 1, 258131576, 22485.32891986063, 8568.5, 0, nan, nan, 0
40, 1000, 8, 0.0125, 1, 1187627972, 103451.91393728222, 79286.5, 0, nan, nan, 0
40, 1000, 15, 0.0125, 1, 9830996271, 856358.5601916376, 829764.5, 0, nan, nan, 0
40, 1000, 1, 0.0125, 5, 150153961, 2615.9226655052266, 2090.0, 0, nan, nan, 0
40, 1000, 2, 0.0125, 5, 554839712, 9666.197073170732, 5837.0, 0, nan, nan, 0
40, 1000, 4, 0.0125, 5, 1825875279, 31809.673850174215, 8614.0, 0, nan, nan, 0
40, 1000, 8, 0.0125, 5, 15877666451, 276614.3981010453, 218578.0, 0, nan, nan, 0
40, 1000, 15, 0.0125, 5, 42864522007, 746768.6760801394, 637721.5, 0, nan, nan, 0
40, 1000, 1, 0.0125, 10, 272029930, 2369.598693379791, 2089.0, 0, nan, nan, 0
40, 1000, 2, 0.0125, 10, 1125206213, 9801.447848432055, 5270.0, 0, nan, nan, 0
40, 1000, 4, 0.0125, 10, 4250021861.0, 37021.741328246135, 7364.0, 0, nan, nan, 0
40, 1000, 8, 0.0125, 10, 34663890109.0, 301960.78355517617, 232420.5, 0, nan, nan, 0
40, 1000, 15, 0.0125, 10, 85645010067.0, 746088.6652989755, 589032.5, 0, nan, nan, 0
40, 2000, 1, 0.0125, 1, 45623870, 3974.204703832753, 3442.0, 0, nan, nan, 0
40, 2000, 2, 0.0125, 1, 247654750, 21572.713414634145, 8888.0, 0, nan, nan, 0
40, 2000, 4, 0.0125, 1, 327296178, 28510.120034843207, 9532.0, 0, nan, nan, 0
40, 2000, 8, 0.0125, 1, 463888936, 40408.44390243902, 11880.0, 0, nan, nan, 0
40, 2000, 15, 0.0125, 1, 7378227751, 642702.7657665506, 600033.5, 0, nan, nan, 0
40, 2000, 1, 0.0125, 5, 151568539, 2640.566881533101, 2369.0, 0, nan, nan, 0
40, 2000, 2, 0.0125, 5, 501614945, 8738.936324041812, 5494.0, 0, nan, nan, 0
40, 2000, 4, 0.0125, 5, 840417670, 14641.422822299652, 5759.0, 0, nan, nan, 0
40, 2000, 8, 0.0125, 5, 5450918537, 94963.73757839721, 45614.0, 0, nan, nan, 0
40, 2000, 15, 0.0125, 5, 45168969455.0, 786943.263789679, 722769.5, 0, nan, nan, 0
40, 2000, 1, 0.0125, 10, 276215588, 2406.0591289198605, 2194.0, 0, nan, nan, 0
40, 2000, 2, 0.0125, 10, 854994694, 7447.688972125436, 5111.0, 0, nan, nan, 0
40, 2000, 4, 0.0125, 10, 2507609951, 21843.29225609756, 6009.0, 0, nan, nan, 0
40, 2000, 8, 0.0125, 10, 15636691486.0, 136214.04665708437, 92782.0, 0, nan, nan, 0
40, 2000, 15, 0.0125, 10, 92097422657.0, 802284.288873983, 703708.5, 0, nan, nan, 0
40, 4000, 1, 0.0125, 1, 55346146, 4821.092857142857, 4030.0, 0, nan, nan, 0
