n, t, workers, frac, accesses, time
100, 500, 1, 0, 1, 0.07185268495231867
100, 500, 2, 0, 1, 0.07759516686201096
100, 500, 4, 0, 1, 0.09805800952017307
100, 500, 8, 0, 1, 0.14913555420935154
100, 500, 15, 0, 1, 0.2655892902985215
100, 500, 1, 0, 5, 0.07912586163729429
100, 500, 2, 0, 5, 0.0825754189863801
100, 500, 4, 0, 5, 0.10007520113140345
100, 500, 8, 0, 5, 0.17317345086485147
100, 500, 15, 0, 5, 0.41450108494609594
100, 500, 1, 0, 10, 0.07887204270809889
100, 500, 2, 0, 10, 0.08648964762687683
100, 500, 4, 0, 10, 0.11290266551077366
100, 500, 8, 0, 10, 0.23420682363212109
100, 500, 15, 0, 10, 0.43585967272520065
100, 1000, 1, 0, 1, 0.11693656910210848
100, 1000, 2, 0, 1, 0.1277438448742032
100, 1000, 4, 0, 1, 0.14764501340687275
100, 1000, 8, 0, 1, 0.202494403347373
100, 1000, 15, 0, 1, 0.2743161991238594
100, 1000, 1, 0, 5, 0.11643971968442202
100, 1000, 2, 0, 5, 0.13262741640210152
100, 1000, 4, 0, 5, 0.15329246874898672
100, 1000, 8, 0, 5, 0.21268009208142757
100, 1000, 15, 0, 5, 0.4172435710206628
100, 1000, 1, 0, 10, 0.129689603112638
100, 1000, 2, 0, 10, 0.13902572914958
100, 1000, 4, 0, 10, 0.15657921321690083
100, 1000, 8, 0, 10, 0.22099106386303902
100, 1000, 15, 0, 10, 0.5676169293001294
100, 2000, 1, 0, 1, 0.230260469019413
100, 2000, 2, 0, 1, 0.22706718929111958
100, 2000, 4, 0, 1, 0.2460202695801854
100, 2000, 8, 0, 1, 0.2982489075511694
100, 2000, 15, 0, 1, 0.37499847635626793
100, 2000, 1, 0, 5, 0.23152203671634197
100, 2000, 2, 0, 5, 0.23282706923782825
100, 2000, 4, 0, 5, 0.25012283492833376
100, 2000, 8, 0, 5, 0.30768031161278486
100, 2000, 15, 0, 5, 0.4123704843223095
100, 2000, 1, 0, 10, 0.2352375015616417
100, 2000, 2, 0, 10, 0.23714692052453756
100, 2000, 4, 0, 10, 0.2550095170736313
100, 2000, 8, 0, 10, 0.3120496803894639
100, 2000, 15, 0, 10, 0.4983351547271013
100, 4000, 1, 0, 1, 0.43239341024309397
100, 4000, 2, 0, 1, 0.4276134166866541
100, 4000, 4, 0, 1, 0.44601837173104286
100, 4000, 8, 0, 1, 0.5022726375609636
100, 4000, 15, 0, 1, 0.5797189613804221
100, 4000, 1, 0, 5, 0.42689235135912895
100, 4000, 2, 0, 5, 0.4332398483529687
100, 4000, 4, 0, 5, 0.4502346934750676
100, 4000, 8, 0, 5, 0.5057139052078128
100, 4000, 15, 0, 5, 0.5813644789159298
100, 4000, 1, 0, 10, 0.4370509013533592
100, 4000, 2, 0, 10, 0.4375045718625188
100, 4000, 4, 0, 10, 0.4558218354359269
100, 4000, 8, 0, 10, 0.5079744150862098
100, 4000, 15, 0, 10, 0.5975684868171811
100, 8000, 1, 0, 1, 0.8315828489139676
100, 8000, 2, 0, 1, 0.8283394668251276
100, 8000, 4, 0, 1, 0.8466557580977678
100, 8000, 8, 0, 1, 0.9054213436320424
100, 8000, 15, 0, 1, 0.9868241492658854
100, 8000, 1, 0, 5, 0.8322602035477757
100, 8000, 2, 0, 5, 0.832287885248661
100, 8000, 4, 0, 5, 0.8526568673551083
100, 8000, 8, 0, 5, 0.9057145845144987
100, 8000, 15, 0, 5, 0.9854610618203878
100, 8000, 1, 0, 10, 0.8358939867466688
100, 8000, 2, 0, 10, 0.8385178679600358
100, 8000, 4, 0, 10, 0.8568253200501204
100, 8000, 8, 0, 10, 0.9116123309358954
100, 8000, 15, 0, 10, 0.9871321590617299
100, 16000, 1, 0, 1, 1.6343151405453682
100, 16000, 2, 0, 1, 1.6340732630342245
