n, t, workers, frac, accesses, kernel_total, kernel_average, kernel_median, task_cleanup_total, task_cleanup_average, task_cleanup_median, task_spawn_total
500, 8000, 2, 0, 1, 16462929, 16462.929, 8419.0, 0, nan, nan, 0
500, 8000, 4, 0, 1, 94160360, 47080.18, 30955.5, 0, nan, nan, 0
500, 8000, 8, 0, 1, 330159139, 82539.78475, 44982.0, 0, nan, nan, 0
500, 8000, 15, 0, 1, 1586645152, 211552.68693333335, 139850.5, 0, nan, nan, 0
500, 8000, 1, 0, 5, 9915622, 3966.2488, 2484.5, 0, nan, nan, 0
500, 8000, 2, 0, 5, 33110916, 6622.1832, 5119.5, 0, nan, nan, 0
500, 8000, 4, 0, 5, 138439491, 13843.9491, 5390.0, 0, nan, nan, 0
500, 8000, 8, 0, 5, 332017992, 16600.8996, 5832.5, 0, nan, nan, 0
500, 8000, 4, 0, 10, 185069329, 9253.46645, 5118.0, 0, nan, nan, 0
500, 8000, 8, 0, 10, 462191315, 11554.782875, 5444.5, 0, nan, nan, 0
1000, 1000, 15, 0, 1, 2920266021, 194684.4014, 142613.5, 0, nan, nan, 0
1000, 1000, 15, 0, 5, 32721515126.0, 436310.1382207051, 189439.5, 0, nan, nan, 0
1000, 1000, 15, 0, 10, 65153785663.0, 434399.115004067, 187817.0, 0, nan, nan, 0
1000, 16000, 15, 0, 1, 3625153026, 241676.8684, 171512.5, 0, nan, nan, 0
1000, 16000, 15, 0, 5, 3776141991, 50348.55988, 6807.0, 0, nan, nan, 0
1000, 16000, 15, 0, 10, 4405544541.0, 29371.471798871953, 6203.0, 0, nan, nan, 0
1000, 500, 15, 0.0125, 1, 8457251950, 563816.7966666666, 501485.5, 0, nan, nan, 0
1000, 500, 15, 0.0125, 5, 25092172395, 334562.2986, 216677.0, 0, nan, nan, 0
1000, 500, 15, 0.0125, 10, 54999754855.0, 366674.8103616096, 267021.5, 0, nan, nan, 0
1000, 1000, 15, 0.0125, 1, 4746552862, 316436.85746666667, 221108.0, 0, nan, nan, 0
1000, 1000, 15, 0.0125, 5, 32498058595.0, 433319.0031067495, 204032.0, 0, nan, nan, 0
1000, 1000, 15, 0.0125, 10, 56614342410.0, 377433.9818530914, 213432.5, 0, nan, nan, 0
1000, 2000, 15, 0.0125, 1, 7221722408, 481448.1605333333, 328993.5, 0, nan, nan, 0
1000, 2000, 15, 0.0125, 5, 29071352653, 387618.0353733333, 222603.0, 0, nan, nan, 0
1000, 2000, 15, 0.0125, 10, 70845254810.0, 472314.2937811675, 168869.0, 0, nan, nan, 0
1000, 4000, 15, 0.0125, 1, 10881306854, 725420.4569333333, 648847.0, 0, nan, nan, 0
1000, 4000, 15, 0.0125, 5, 6525843846, 87011.25128, 7021.5, 0, nan, nan, 0
1000, 4000, 15, 0.0125, 10, 51835679198.0, 345575.80233069777, 212557.0, 0, nan, nan, 0
1000, 16000, 15, 0.0125, 1, 27110417206, 1807361.1470666667, 1841968.5, 0, nan, nan, 0
1000, 16000, 15, 0.0125, 5, 9132422699, 121765.63598666666, 9443.0, 0, nan, nan, 0
1000, 16000, 15, 0.0125, 10, 7540332205, 50268.88136666667, 6635.0, 0, nan, nan, 0
1000, 32000, 15, 0.0125, 1, 48414231089, 3227615.4059333336, 3228570.5, 0, nan, nan, 0
1000, 32000, 15, 0.0125, 5, 13960159059, 186135.45412, 10380.0, 0, nan, nan, 0
1000, 32000, 15, 0.0125, 10, 9838453737, 65589.69158, 6655.0, 0, nan, nan, 0
1000, 64000, 15, 0.0125, 1, 89539860719, 5969324.047933334, 5917971.5, 0, nan, nan, 0
1000, 64000, 15, 0.0125, 5, 23070336974, 307604.4929866667, 12178.5, 0, nan, nan, 0
1000, 64000, 15, 0.0125, 10, 14636050479, 97573.66986, 6930.0, 0, nan, nan, 0
1000, 500, 15, 0.025, 1, 9091061220, 606070.748, 566187.0, 0, nan, nan, 0
1000, 500, 15, 0.025, 5, 27990069222.0, 373210.8752500067, 218170.5, 0, nan, nan, 0
1000, 500, 15, 0.025, 10, 76108770118.0, 507405.3315955092, 319084.5, 0, nan, nan, 0
1000, 1000, 15, 0.025, 1, 6844701015, 456313.401, 325401.5, 0, nan, nan, 0
1000, 1000, 15, 0.025, 5, 34062863485, 454171.51313333336, 207026.5, 0, nan, nan, 0
1000, 1000, 15, 0.025, 10, 69664270942.0, 464447.05082869984, 211590.0, 0, nan, nan, 0
1000, 2000, 15, 0.025, 1, 10454004892, 696933.6594666666, 617704.0, 0, nan, nan, 0
1000, 2000, 15, 0.025, 5, 33802721291.0, 450714.969612523, 232082.5, 0, nan, nan, 0
1000, 2000, 15, 0.025, 10, 76529809878, 510198.73252, 181404.0, 0, nan, nan, 0
1000, 4000, 15, 0.025, 1, 16417193384, 1094479.5589333333, 1031144.0, 0, nan, nan, 0
1000, 4000, 15, 0.025, 5, 8963735470, 119516.47293333334, 9499.0, 0, nan, nan, 0
1000, 4000, 15, 0.025, 10, 69421026166.0, 462813.01194682595, 192562.5, 0, nan, nan, 0
1000, 8000, 15, 0.025, 1, 27132629888, 1808841.9925333334, 1840948.0, 0, nan, nan, 0
1000, 8000, 15, 0.025, 5, 8969115857, 119588.21142666666, 9204.0, 0, nan, nan, 0
1000, 8000, 15, 0.025, 10, 9892848501, 65952.32334, 6642.0, 0, nan, nan, 0
1000, 16000, 15, 0.025, 1, 48273138491, 3218209.2327333335, 3227001.0, 0, nan, nan, 0
1000, 16000, 15, 0.025, 5, 13702424511, 182698.99348, 9706.5, 0, nan, nan, 0
1000, 16000, 15, 0.025, 10, 9731683071, 64877.88714, 6429.0, 0, nan, nan, 0
1000, 32000, 15, 0.025, 1, 89522241101, 5968149.406733333, 5918050.5, 0, nan, nan, 0
1000, 32000, 15, 0.025, 5, 22456868341.0, 299480.8142986691, 11039.0, 0, nan, nan, 0
1000, 32000, 15, 0.025, 10, 14277863763, 95185.75842, 6563.0, 0, nan, nan, 0
1000, 64000, 15, 0.025, 1, 176647154561, 11776476.970733333, 11780360.5, 0, nan, nan, 0
1000, 64000, 15, 0.025, 5, 39240969420, 523212.9256, 11706.0, 0, nan, nan, 0
1000, 64000, 15, 0.025, 10, 23102179833, 154014.53222, 6925.0, 0, nan, nan, 0
100, 500, 15, 0.05, 1, 950974220, 633982.8133333334, 618413.5, 0, nan, nan, 0
100, 500, 15, 0.05, 5, 2873304482, 383107.26426666667, 237772.5, 0, nan, nan, 0
100, 500, 15, 0.05, 10, 6873186248, 458212.4165333333, 338886.5, 0, nan, nan, 0
100, 1000, 15, 0.05, 1, 1131598333, 754398.8886666667, 659669.0, 0, nan, nan, 0
100, 1000, 15, 0.05, 5, 3644269863, 485902.6484, 224535.5, 0, nan, nan, 0
100, 1000, 15, 0.05, 10, 6374192085, 424946.139, 265071.5, 0, nan, nan, 0
100, 2000, 15, 0.05, 1, 1639221797, 1092814.5313333333, 1016348.0, 0, nan, nan, 0
100, 2000, 15, 0.05, 5, 5016288534, 668838.4712, 299695.5, 0, nan, nan, 0
100, 2000, 15, 0.05, 10, 9134557493, 608970.4995333333, 194505.5, 0, nan, nan, 0
100, 4000, 15, 0.05, 1, 2652233880, 1768155.92, 1773436.0, 0, nan, nan, 0
100, 4000, 15, 0.05, 5, 4099656695, 546620.8926666667, 455330.5, 0, nan, nan, 0
100, 4000, 15, 0.05, 10, 10728233674, 715215.5782666666, 278477.0, 0, nan, nan, 0
100, 8000, 15, 0.05, 1, 4777459262, 3184972.8413333334, 3144759.5, 0, nan, nan, 0
100, 8000, 15, 0.05, 5, 4347305876, 579640.7834666667, 529467.0, 0, nan, nan, 0
100, 8000, 15, 0.05, 10, 9634900924, 642326.7282666666, 284636.0, 0, nan, nan, 0
100, 16000, 15, 0.05, 1, 8884074521, 5922716.347333333, 5890448.0, 0, nan, nan, 0
100, 16000, 15, 0.05, 5, 2830319961, 377375.9948, 16767.0, 0, nan, nan, 0
100, 16000, 15, 0.05, 10, 9329287987, 621952.5324666667, 554082.0, 0, nan, nan, 0
100, 32000, 15, 0.05, 1, 17613584476, 11742389.650666667, 11766607.0, 0, nan, nan, 0
100, 32000, 15, 0.05, 5, 3994999247, 532666.5662666666, 10764.5, 0, nan, nan, 0
100, 32000, 15, 0.05, 10, 3173191204, 211546.08026666666, 7905.0, 0, nan, nan, 0
100, 64000, 15, 0.05, 1, 34495700680, 22997133.786666665, 23003831.5, 0, nan, nan, 0
100, 64000, 15, 0.05, 5, 7358969071, 981195.8761333333, 11438.5, 0, nan, nan, 0
100, 64000, 15, 0.05, 10, 4135683424, 275712.22826666664, 6989.5, 0, nan, nan, 0
500, 1000, 15, 0.05, 1, 5445579694, 726077.2925333333, 659402.5, 0, nan, nan, 0
